s,k,res,s2,acc
1024,20,0.6,64,0.305344
1024,20,0.6,96,0.305344
1024,20,0.6,128,0.305344
1024,20,0.6,192,0.305344
1024,20,0.6,256,0.305344
1024,20,0.7,3,0.305344
1024,20,0.7,5,0.305344
1024,20,0.7,8,0.305344
1024,20,0.7,16,0.305344
1024,20,0.7,24,0.305344
1024,20,0.7,32,0.305344
1024,20,0.7,48,0.305344
1024,20,0.7,64,0.305344
1024,20,0.7,96,0.305344
1024,20,0.7,128,0.305344
1024,20,0.7,192,0.305344
1024,20,0.7,256,0.305344
1024,20,0.8,3,0.305344
1024,20,0.8,5,0.305344
1024,20,0.8,8,0.305344
1024,20,0.8,16,0.305344
1024,20,0.8,24,0.305344
1024,20,0.8,32,0.305344
1024,20,0.8,48,0.305344
1024,20,0.8,64,0.305344
1024,20,0.8,96,0.305344
1024,20,0.8,128,0.305344
1024,20,0.8,192,0.305344
1024,20,0.8,256,0.305344
1024,20,0.9,3,0.305344
1024,20,0.9,5,0.305344
1024,20,0.9,8,0.305344
1024,20,0.9,16,0.305344
1024,20,0.9,24,0.305344
1024,20,0.9,32,0.305344
1024,20,0.9,48,0.305344
1024,20,0.9,64,0.305344
1024,20,0.9,96,0.305344
1024,20,0.9,128,0.305344
1024,20,0.9,192,0.305344
1024,20,0.9,256,0.305344
1024,20,1.0,3,0.760583
1024,20,1.0,5,0.721721
1024,20,1.0,8,0.726232
1024,20,1.0,16,0.730743
1024,20,1.0,24,0.723456
1024,20,1.0,32,0.725191
1024,20,1.0,48,0.754337
1024,20,1.0,64,0.757807
1024,20,1.0,96,0.710965
1024,20,1.0,128,0.763359
1024,20,1.0,192,0.763359
1024,20,1.0,256,0.757113
1024,20,1.1,3,0.760583
1024,20,1.1,5,0.721721
1024,20,1.1,8,0.726232
1024,20,1.1,16,0.730743
1024,20,1.1,24,0.723456
1024,20,1.1,32,0.725191
1024,20,1.1,48,0.754337
1024,20,1.1,64,0.757807
1024,20,1.1,96,0.710965
1024,20,1.1,128,0.763359
1024,20,1.1,192,0.763359
1024,20,1.1,256,0.757113
1024,20,1.2,3,0.760583
1024,20,1.2,5,0.721721
1024,20,1.2,8,0.726232
1024,20,1.2,16,0.730743
1024,20,1.2,24,0.723456
1024,20,1.2,32,0.725191
1024,20,1.2,48,0.754337
1024,20,1.2,64,0.757807
1024,20,1.2,96,0.710965
1024,20,1.2,128,0.763359
1024,20,1.2,192,0.763359
1024,20,1.2,256,0.757113
1024,20,1.3,3,0.760583
1024,20,1.3,5,0.721721
1024,20,1.3,8,0.726232
1024,20,1.3,16,0.730743
1024,20,1.3,24,0.723456
1024,20,1.3,32,0.725191
1024,20,1.3,48,0.754337
1024,20,1.3,64,0.757807
1024,20,1.3,96,0.710965
1024,20,1.3,128,0.763359
1024,20,1.3,192,0.763359
1024,20,1.3,256,0.757113
1024,20,1.4,3,0.760583
1024,20,1.4,5,0.721721
1024,20,1.4,8,0.726232
1024,20,1.4,16,0.730743
1024,20,1.4,24,0.723456
1024,20,1.4,32,0.725191
1024,20,1.4,48,0.754337
1024,20,1.4,64,0.757807
1024,20,1.4,96,0.710965
1024,20,1.4,128,0.763359
1024,20,1.4,192,0.763359
1024,20,1.4,256,0.757113
1024,20,1.5,3,0.760583
1024,20,1.5,5,0.721721
1024,20,1.5,8,0.726232
1024,20,1.5,16,0.730743
1024,20,1.5,24,0.723456
1024,20,1.5,32,0.725191
1024,20,1.5,48,0.754337
1024,20,1.5,64,0.757807
1024,20,1.5,96,0.710965
1024,20,1.5,128,0.763359
1024,20,1.5,192,0.763359
1024,20,1.5,256,0.757113
1024,30,0.6,3,0.305344
1024,30,0.6,5,0.305344
1024,30,0.6,8,0.305344
1024,30,0.6,16,0.305344
1024,30,0.6,24,0.305344
1024,30,0.6,32,0.305344
1024,30,0.6,48,0.305344
1024,30,0.6,64,0.305344
1024,30,0.6,96,0.305344
1024,30,0.6,128,0.305344
1024,30,0.6,192,0.305344
1024,30,0.6,256,0.305344
1024,30,0.7,3,0.305344
1024,30,0.7,5,0.305344
1024,30,0.7,8,0.305344
1024,30,0.7,16,0.305344
1024,30,0.7,24,0.305344
1024,30,0.7,32,0.305344
1024,30,0.7,48,0.305344
1024,30,0.7,64,0.305344
1024,30,0.7,96,0.305344
1024,30,0.7,128,0.305344
1024,30,0.7,192,0.305344
1024,30,0.7,256,0.305344
1024,30,0.8,3,0.305344
1024,30,0.8,5,0.305344
1024,30,0.8,8,0.305344
1024,30,0.8,16,0.305344
1024,30,0.8,24,0.305344
1024,30,0.8,32,0.305344
1024,30,0.8,48,0.305344
1024,30,0.8,64,0.305344
1024,30,0.8,96,0.305344
1024,30,0.8,128,0.305344
1024,30,0.8,192,0.305344
1024,30,0.8,256,0.305344
1024,30,0.9,3,0.305344
1024,30,0.9,5,0.305344
1024,30,0.9,8,0.305344
1024,30,0.9,16,0.305344
1024,30,0.9,24,0.305344
1024,30,0.9,32,0.305344
1024,30,0.9,48,0.305344
1024,30,0.9,64,0.305344
1024,30,0.9,96,0.305344
1024,30,0.9,128,0.305344
1024,30,0.9,192,0.305344
1024,30,0.9,256,0.305344
1024,30,1.0,3,0.717557
1024,30,1.0,5,0.723803
1024,30,1.0,8,0.723803
1024,30,1.0,16,0.725885
1024,30,1.0,24,0.729008
1024,30,1.0,32,0.726232
1024,30,1.0,48,0.721374
1024,30,1.0,64,0.726579
1024,30,1.0,96,0.72415
1024,30,1.0,128,0.726232
1024,30,1.0,192,0.699861
1024,30,1.0,256,0.70576
1024,30,1.1,3,0.717557
1024,30,1.1,5,0.723803
1024,30,1.1,8,0.723803
1024,30,1.1,16,0.725885
1024,30,1.1,24,0.729008
1024,30,1.1,32,0.726232
1024,30,1.1,48,0.721374
1024,30,1.1,64,0.726579
1024,30,1.1,96,0.72415
1024,30,1.1,128,0.726232
1024,30,1.1,192,0.699861
1024,30,1.1,256,0.70576
1024,30,1.2,3,0.717557
1024,30,1.2,5,0.723803
1024,30,1.2,8,0.723803
1024,30,1.2,16,0.725885
1024,30,1.2,24,0.729008
1024,30,1.2,32,0.726232
1024,30,1.2,48,0.721374
1024,30,1.2,64,0.726579
1024,30,1.2,96,0.72415
1024,30,1.2,128,0.726232
1024,30,1.2,192,0.699861
1024,30,1.2,256,0.70576
1024,30,1.3,3,0.717557
1024,30,1.3,5,0.723803
1024,30,1.3,8,0.723803
1024,30,1.3,16,0.725885
1024,30,1.3,24,0.729008
1024,30,1.3,32,0.726232
1024,30,1.3,48,0.721374
1024,30,1.3,64,0.726579
1024,30,1.3,96,0.72415
1024,30,1.3,128,0.726232
1024,30,1.3,192,0.699861
1024,30,1.3,256,0.70576
1024,30,1.4,3,0.717557
1024,30,1.4,5,0.723803
1024,30,1.4,8,0.723803
1024,30,1.4,16,0.725885
1024,30,1.4,24,0.729008
1024,30,1.4,32,0.726232
1024,30,1.4,48,0.721374
1024,30,1.4,64,0.726579
1024,30,1.4,96,0.72415
1024,30,1.4,128,0.726232
1024,30,1.4,192,0.699861
1024,30,1.4,256,0.70576
1024,30,1.5,3,0.717557
1024,30,1.5,5,0.723803
1024,30,1.5,8,0.723803
1024,30,1.5,16,0.725885
1024,30,1.5,24,0.729008
1024,30,1.5,32,0.726232
1024,30,1.5,48,0.721374
1024,30,1.5,64,0.726579
1024,30,1.5,96,0.72415
1024,30,1.5,128,0.726232
1024,30,1.5,192,0.699861
1024,30,1.5,256,0.70576
